,county_name,fips,min_lat,max_lat,min_lng,max_lng,population
1429,Itawamba,28057,34.086556,34.465452,-88.544865,-88.15629200000001,23390
2221,Hood River,41027,45.257734,45.726541,-121.922303,-121.440577,23382
162,Ouachita,5103,33.355603,33.822503000000005,-93.119014,-92.566284,23382
445,Franklin,13119,34.223729999999996,34.536617,-83.39839599999999,-83.05138000000001,23349
1235,Antrim,26009,44.812371999999996,45.207603000000006,-85.480674,-84.847309,23324
2456,Grainger,47057,36.080587,36.420685999999996,-83.732704,-83.255292,23320
1360,Meeker,27093,44.891851,45.326772999999996,-94.763469,-94.25565300000001,23222
1150,Plaquemines,22075,28.855127000000003,29.905003999999998,-90.075683,-88.879235,23197
2705,Panola,48365,31.973193,32.394137,-94.601853,-94.01563,23194
3006,Hampshire,54027,39.08863,39.539695,-78.97989799999999,-78.33895799999999,23175
2532,Bandera,48019,29.551695000000002,29.907662,-99.603323,-98.77878199999999,23112
717,Fayette,18041,39.525451000000004,39.788587,-85.30158399999999,-85.03455600000001,23102
2881,New Kent,51127,37.377665,37.626881,-77.23505899999999,-76.741984,23091
557,Blaine,16013,42.615875,43.992978,-114.996569,-113.007282,23021
2632,Hockley,48219,33.388327000000004,33.825121,-102.615447,-102.075929,23021
1571,Ray,29177,39.134024,39.5272,-94.212515,-93.758437,23018
771,Starke,18149,41.171331,41.433023999999996,-86.93016999999999,-86.46627099999999,22995
2635,Houston,48225,30.925879,31.592886,-95.777039,-94.95810999999999,22968
2215,Curry,41015,41.995473,42.955658,-124.70354099999999,-123.71619,22925
2095,Meigs,39105,38.873869,39.205494,-82.323894,-81.742153,22907
1542,McDonald,29119,36.498632,36.76656,-94.618465,-94.067145,22837
983,Sumner,20191,36.998546000000005,37.477276,-97.8076,-97.14771400000001,22836
2426,Yankton,46135,42.799701,43.169978,-97.637496,-97.160202,22814
2890,Prince Edward,51147,37.078171000000005,37.398019,-78.692549,-78.231234,22802
1440,Leake,28079,32.576174,32.931672,-89.730689,-89.317565,22786
1285,Menominee,26109,45.076434000000006,45.986006,-87.88823599999999,-87.127826,22780
1579,Saline,29195,38.928244,39.411805,-93.496377,-92.848825,22761
720,Franklin,18047,39.268291,39.526863,-85.29862299999999,-84.815353,22758
995,Anderson,21005,37.884347999999996,38.129607,-85.170062,-84.796327,22747
55,Randolph,1111,33.106634,33.501378,-85.653949,-85.232378,22722
439,Emanuel,13107,32.291882,32.84133,-82.647733,-82.00123599999999,22646
2951,Waynesboro,51820,38.031569,38.099978,-78.951484,-78.855616,22630
1906,Caswell,37033,36.242117,36.541739,-79.532096,-79.137936,22604
2955,Asotin,53003,45.995375,46.462314,-117.48014099999999,-116.91558,22582
2897,Rockbridge,51163,37.532887,38.086104999999996,-79.68871999999999,-79.143367,22573
2932,Hopewell,51670,37.257874,37.31738,-77.337412,-77.252738,22529
2978,Pacific,53049,46.234949,46.794303,-124.181206,-123.35722,22471
1948,Martin,37117,35.658485,36.074937,-77.409122,-76.760795,22440
2973,Klickitat,53039,45.606097999999996,46.044933,-121.61282800000001,-119.86626499999998,22425
282,Logan,8075,40.435294,41.002558,-103.581795,-102.65088,22409
3,Bibb,1007,32.831522,33.246926,-87.421989,-86.876023,22394
1134,Grant,22043,31.387946000000003,31.797148999999997,-92.973529,-92.19613100000001,22389
403,Burke,13033,32.803707,33.297001,-82.316515,-81.541831,22383
426,Crisp,13081,31.803495,32.030602,-83.96127800000001,-83.609514,22372
2335,Fairfield,45039,34.174552,34.572029,-81.427545,-80.769926,22347
120,Clark,5019,33.769789,34.340851,-93.502208,-92.876425,22320
2494,Overton,47133,36.144719,36.540265000000005,-85.497587,-85.082497,22241
3111,Vilas,55125,45.856578999999996,46.299748,-90.04395799999999,-88.932563,22195
2131,Adair,40001,35.638215,36.161902000000005,-94.80779,-94.472647,22194
1050,Johnson,21115,37.7032,38.000513,-83.004649,-82.61239300000001,22188
1414,Coahoma,28027,33.985689,34.524867,-90.959322,-90.397526,22124
503,Putnam,13237,33.167491,33.483447,-83.545876,-83.143428,22119
1168,Union,22111,32.580888,33.014489000000005,-92.73405699999999,-92.052075,22108
850,Mahaska,19123,41.161048,41.509551,-92.871473,-92.41006999999999,22095
1556,Nodaway,29147,40.126127000000004,40.578488,-95.2024,-94.598487,22092
2503,Scott,47151,36.163478000000005,36.603444,-84.78545,-84.24923100000001,22068
1470,Tippah,28139,34.596319,34.99592,-89.088616,-88.717794,22015
880,Washington,19183,41.161514000000004,41.511743,-91.946939,-91.48385999999999,21965
2997,Brooke,54009,40.159672,40.399755,-80.681811,-80.517891,21939
1076,Mercer,21167,37.678854,37.970088,-85.031456,-84.688331,21933
1116,Assumption,22007,29.626368,30.081630999999998,-91.25993199999999,-90.885195,21891
2612,Gray,48179,35.182140000000004,35.620484999999995,-101.086438,-100.53814399999999,21886
487,Mitchell,13205,31.077147999999998,31.443753000000005,-84.508324,-83.997773,21863
2135,Beckham,40009,35.029801,35.509119,-100.00041999999999,-99.360146,21859
1524,Henry,29083,38.201048,38.56738,-94.075214,-93.51103,21824
2672,Llano,48299,30.486096000000003,30.922121,-98.964612,-98.35104100000001,21795
636,Jersey,17083,38.923395,39.262124,-90.603569,-90.14582800000001,21773
2130,Wyandot,39175,40.686816,40.993491,-83.515883,-83.11135999999999,21772
1275,Leelanau,26089,44.773074,45.584433000000004,-86.73452900000001,-85.45853699999999,21761
1947,Madison,37115,35.678164,36.065903000000006,-82.962843,-82.408728,21755
1151,Pointe Coupee,22077,30.482590000000002,31.020012,-91.823072,-91.309475,21730
2751,Tyler,48457,30.526033,31.059303999999997,-94.65799200000001,-94.05096,21672
681,Shelby,17173,39.214915000000005,39.654292,-89.14007600000001,-88.470428,21634
1366,Nobles,27105,43.499703000000004,43.849199,-96.05384000000001,-95.45203000000001,21629
1392,Wabasha,27157,44.106775,44.455308,-92.55125799999999,-91.858245,21627
2797,Sevier,49041,38.501866,39.045642,-112.522426,-111.298028,21620
1731,Saunders,31155,41.014990999999995,41.453389,-96.909112,-96.310983,21578
381,Taylor,12123,29.628697,30.30439,-83.999883,-83.318859,21569
2900,Scott,51169,36.593461,36.885606,-82.985124,-82.293814,21566
1059,Letcher,21133,36.954163,37.273365999999996,-83.153982,-82.56537900000001,21553
191,Colusa,6011,38.923840000000006,39.414592999999996,-122.78509,-121.795318,21547
139,Hempstead,5057,33.476075,34.008899,-93.969748,-93.456255,21532
1687,Gage,31067,40.000840999999994,40.523828,-96.916948,-96.463268,21513
2567,Colorado,48089,29.247804,29.961515999999996,-96.874222,-96.175422,21493
2605,Gaines,48165,32.522193,32.959508,-103.065078,-102.202703,21492
1342,Hubbard,27057,46.803715999999994,47.412813,-95.183759,-94.65836999999999,21491
152,Logan,5083,35.019715000000005,35.430011,-94.141835,-93.278293,21466
2995,Boone,54005,37.76331,38.230901,-81.98034799999999,-81.45373199999999,21457
2663,Lampasas,48281,31.029426,31.463717,-98.569645,-97.9071,21428
975,Seward,20175,36.996664,37.387883,-101.068066,-100.633,21428
2492,Morgan,47129,35.908454,36.376626,-84.914156,-84.341812,21403
2767,Willacy,48489,26.299269,26.611769,-98.004189,-97.167369,21358
185,Yell,5149,34.743393,35.317402,-93.710297,-92.896109,21341
620,Fayette,17051,38.736331,39.217909000000006,-89.2574,-88.69353100000001,21336
994,Allen,21003,36.628493,36.935624,-86.419043,-85.94909399999999,21315
480,McDuffie,13189,33.310879,33.659994,-82.64970500000001,-82.294179,21312
2551,Calhoun,48057,28.022834999999997,28.730278000000002,-96.930367,-96.322731,21290
637,Jo Daviess,17085,42.193571999999996,42.508338,-90.656527,-89.919507,21235
798,Buchanan,19019,42.296279999999996,42.643972999999995,-92.08243,-91.596981,21175
485,Meriwether,13199,32.844640000000005,33.231493,-84.864633,-84.490539,21167
102,La Paz,4012,33.025384,34.319126000000004,-114.731223,-113.333078,21108
1159,St. James,22093,29.889182,30.16643,-90.963693,-90.641998,21096
1929,Greene,37079,35.3476,35.652256,-77.827451,-77.47444,21069
1336,Fillmore,27045,43.500440000000005,43.848273999999996,-92.44960999999999,-91.730192,21067
584,Minidoka,16067,42.518744,43.200101000000004,-113.93290400000001,-113.413026,21039
1451,Newton,28101,32.223369,32.577337,-89.322692,-88.913827,21018
2833,Buchanan,51027,37.038187,37.538035,-82.31461999999999,-81.740124,21004
1295,Ogemaw,26129,44.160538,44.509268,-84.370643,-83.883179,20997
2693,Moore,48341,35.619923,36.055627,-102.16305799999999,-101.6226,20940
2639,Hutchinson,48233,35.624057,36.055405,-101.62346600000001,-101.085728,20938
1333,Dodge,27039,43.848413,44.196928,-93.045966,-92.677911,20934
667,Perry,17145,37.950185999999995,38.219271,-89.595084,-89.11525300000001,20916
2321,Barnwell,45011,33.092852,33.490479,-81.772435,-81.192881,20866
125,Conway,5029,35.071267999999996,35.46295,-93.04096700000001,-92.479268,20846
2611,Gonzales,48177,29.109765000000003,29.784658,-97.85878199999999,-97.130517,20837
756,Owen,18119,39.165708,39.473345,-87.054921,-86.630719,20799
1422,Grenada,28043,33.676182,33.898133,-90.137011,-89.506872,20758
49,Monroe,1099,31.227268,31.831795,-87.784796,-86.905899,20733
1742,Washington,31177,41.390752,41.683659000000006,-96.444795,-95.919537,20729
1964,Polk,37149,35.18475,35.409354,-82.359442,-81.961252,20724
2036,Stutsman,38093,46.630532,47.327197999999996,-99.481394,-98.438703,20704
841,Jones,19105,41.946217,42.296455,-91.36580699999999,-90.898014,20681
773,Sullivan,18153,38.901590999999996,39.259463000000004,-87.658745,-87.240371,20669
3074,Jackson,55053,44.070772999999996,44.596998,-91.166546,-90.312035,20643
1553,Morgan,29141,38.186002,38.693077,-93.077692,-92.625189,20627
431,Dodge,13091,31.900325,32.452533,-83.373931,-82.87179,20605
1590,Vernon,29217,37.639722,38.060056,-94.61796600000001,-94.058285,20563
2448,DeKalb,47041,35.825703000000004,36.131582,-86.063413,-85.63038399999999,20490
1006,Breckinridge,21027,37.558637,38.045884,-86.677871,-86.151285,20477
2356,Saluda,45081,33.81451,34.187645,-82.010272,-81.471972,20473
2780,Carbon,49007,39.467331,39.814221999999994,-111.247502,-109.873899,20463
734,Jay,18075,40.306706,40.572213,-85.220028,-84.802477,20436
3078,Kewaunee,55061,44.327162,44.67706,-87.766194,-86.778398,20434
3014,Lincoln,54043,37.94364,38.37678,-82.306391,-81.801464,20409
3047,Wyoming,54109,37.413178,37.793510999999995,-81.857839,-81.222121,20394
1507,Clinton,29049,39.454682,39.747954,-94.60243,-94.20573399999999,20387
536,Washington,13303,32.756261,33.238428000000006,-83.07364799999999,-82.510851,20374
252,Chaffee,8015,38.422092,39.057908000000005,-106.599516,-105.878033,20356
3108,Taylor,55119,45.030871000000005,45.38264,-90.92598000000001,-90.042222,20343
1108,Wayne,21231,36.603279,36.997612,-85.064307,-84.57253399999999,20333
2604,Frio,48163,28.640565999999996,29.091540000000002,-99.41388,-98.800841,20306
770,Spencer,18147,37.782309000000005,38.20513,-87.26899499999999,-86.764974,20277
704,Carroll,18015,40.430965,40.737589,-86.77423,-86.373439,20257
545,Worth,13321,31.318365000000004,31.849588,-84.03288,-83.649384,20247
3140,Uinta,56041,40.994609999999994,41.579845,-111.046908,-110.04799999999999,20226
3048,Adams,55001,43.641028999999996,44.249472999999995,-90.02883299999999,-89.597161,20220
2207,Woodward,40153,36.161577,36.819565999999995,-99.605692,-98.955836,20211
1477,Wayne,28153,31.43338,31.893856,-88.943483,-88.449438,20183
802,Carroll,19027,41.862309,42.210415000000005,-95.09308399999999,-94.628724,20165
2584,DeWitt,48123,28.8133,29.384488,-97.75511,-96.976378,20160
2507,Smith,47159,36.082019,36.426072999999995,-86.136803,-85.778634,20157
2665,Lavaca,48285,29.063244,29.632706,-97.24010799999999,-96.56055500000001,20154
1154,Richland,22083,32.15155,32.667341,-92.034669,-91.430908,20122
2649,Jones,48253,32.514653,32.960251,-100.14654300000001,-99.611816,20083
1675,Dakota,31043,42.276351,42.524652,-96.726661,-96.35639499999999,20026
1133,Franklin,22041,31.871896000000003,32.405808,-91.933229,-91.45057,20015
884,Winneshiek,19191,43.081653,43.500895,-92.081272,-91.603992,19991
2954,Adams,53001,46.73539,47.261718,-119.36938700000002,-117.95885600000001,19983
2200,Texas,40139,36.499118,36.998422999999995,-102.032365,-100.94537199999999,19983
1624,Lincoln,30053,47.89017,49.00127,-116.050002,-114.611925,19980
721,Fulton,18049,40.909064,41.172868,-86.468509,-85.945324,19974
2514,Union,47173,36.160906,36.435879,-84.009753,-83.667408,19972
167,Polk,5113,34.189864,34.728962,-94.47034000000001,-93.93010100000001,19964
832,Henry,19087,40.812465,41.163564,-91.718853,-91.370295,19954
898,Cherokee,20021,36.99859,37.340003,-95.075324,-94.61765799999999,19939
2783,Duchesne,49013,39.805979,40.835477000000004,-110.904347,-109.967601,19938
53,Pickens,1107,32.991199,33.534008,-88.34043199999999,-87.836596,19930
1018,Clay,21051,36.937387,37.358105,-83.969571,-83.505113,19901
3131,Lincoln,56023,41.577519,43.316096,-111.047331,-110.046403,19830
2858,Greene,51079,38.184757,38.475508000000005,-78.663174,-78.286968,19819
2691,Montague,48337,33.433681,33.991553,-97.979046,-97.48413599999999,19818
1001,Bourbon,21017,38.067028,38.37175,-84.442661,-83.969251,19788
2378,Davison,46035,43.497873,43.851461,-98.326089,-97.964764,19775
1982,Warren,37185,36.202663,36.544663,-78.32391199999999,-77.89795,19731
2603,Freestone,48161,31.413391999999998,32.012526,-96.496713,-95.779678,19717
1359,Martin,27091,43.500118,43.84843,-94.854668,-94.247123,19683
112,Ashley,5003,33.005915,33.398214,-92.143596,-91.457334,19657
821,Fayette,19065,42.641827,43.082794,-92.081884,-91.605278,19650
755,Orange,18117,38.394069,38.688655,-86.68311700000001,-86.307725,19646
799,Buena Vista,19021,42.560309000000004,42.910139,-95.388253,-94.91382800000001,19620
937,Labette,20099,36.999232,37.38436,-95.522935,-95.073497,19618
348,Holmes,12059,30.702975,30.996931,-86.037772,-85.49799200000001,19617
2176,McIntosh,40091,35.142501,35.552240999999995,-95.98371800000001,-95.34451899999999,19596
1809,Lincoln,35027,33.132032,34.34727,-106.373929,-104.88483400000001,19572
477,Long,13183,31.538666999999997,32.014882,-81.98162099999999,-81.491798,19559
1955,Northampton,37131,36.164944,36.547315000000005,-77.900036,-77.0661,19483
499,Pierce,13229,31.202082,31.530699,-82.417412,-81.992114,19465
615,Douglas,17041,39.651588000000004,39.880227000000005,-88.473182,-87.936988,19465
6,Butler,1013,31.523673,31.964629,-86.908939,-86.43834100000001,19448
1490,Benton,29015,38.062478999999996,38.535388,-93.523484,-93.059073,19443
837,Jackson,19097,42.032709000000004,42.382308,-90.89865400000001,-90.15422099999999,19439
1206,Kent,24029,38.992428000000004,39.405506,-76.354843,-75.756004,19422
396,Berrien,13019,31.025405,31.476045000000003,-83.43901,-83.033468,19397
1471,Tishomingo,28141,34.463196999999994,34.995669,-88.365883,-88.097888,19383
1810,Los Alamos,35028,35.754274,35.973442999999996,-106.41885500000001,-106.171656,19369
1100,Spencer,21215,37.939838,38.147438,-85.516882,-85.101646,19351
1413,Clay,28025,33.506168,33.812374,-89.036067,-88.471886,19316
490,Morgan,13211,33.434472,33.81776,-83.687386,-83.269196,19276
1070,Marion,21155,37.412038,37.730658,-85.52129000000001,-85.030172,19273
1127,Concordia,22029,30.970361999999998,31.762086,-91.86742199999999,-91.377992,19259
392,Banks,13011,34.197499,34.491734,-83.66967,-83.337849,19234
2340,Hampton,45049,32.551083,33.02663,-81.42751700000001,-80.826309,19222
993,Adair,21001,36.925069,37.312262,-85.526881,-85.043316,19202
438,Elbert,13105,33.955728,34.288864000000004,-83.103287,-82.564462,19194
3081,Langlade,55067,45.028917,45.470015000000004,-89.425985,-88.63817399999999,19189
758,Perry,18123,37.841453,38.266328,-86.81474399999999,-86.430228,19169
1561,Perry,29157,37.563953000000005,37.905572,-90.147306,-89.475932,19136
1131,East Feliciana,22037,30.649548,30.999646999999996,-91.320706,-90.825829,19135
399,Brantley,13025,31.010441999999998,31.373721000000003,-82.284561,-81.73169399999999,19109
471,Lamar,13171,32.931497,33.202824,-84.27014,-84.040914,19077
931,Jefferson,20087,39.031552000000005,39.420919,-95.598348,-95.179827,19043
1042,Hart,21099,37.148377,37.449933,-86.161548,-85.650666,19035
500,Pike,13231,32.968534000000005,33.208889,-84.538004,-84.24766,18962
1897,Bertie,37015,35.811729,36.246875,-77.327863,-76.606135,18947
3071,Green Lake,55047,43.631721,43.983489,-89.245594,-88.885181,18913
1041,Harrison,21097,38.277852,38.582039,-84.557375,-84.1021,18886
45,Marengo,1091,31.989832,32.547268,-88.118344,-87.472206,18863
291,Park,8093,38.693089,39.568197,-106.210173,-105.328153,18845
217,Plumas,6063,39.597264,40.449715000000005,-121.49788000000001,-120.09933899999999,18807
2524,Andrews,48003,32.085795000000005,32.523371000000004,-103.06478800000001,-102.21084300000001,18705
2540,Bosque,48035,31.587761999999998,32.207403,-98.005462,-97.27671600000001,18685
2105,Paulding,39125,40.989269,41.253485,-84.803619,-84.341564,18672
611,Crawford,17033,38.848857,39.17922,-87.95039200000001,-87.51213,18667
1416,Covington,28031,31.433676000000002,31.796863000000002,-89.755806,-89.399178,18636
804,Cedar,19031,41.597133,41.94741,-91.36654200000001,-90.898072,18627
1394,Waseca,27161,43.847871000000005,44.19639,-93.76836,-93.406056,18612
1341,Houston,27055,43.500437,43.847165000000004,-91.730747,-91.217287,18600
339,Gilchrist,12041,29.562466999999998,29.935478999999997,-82.973054,-82.656263,18582
2470,Humphreys,47085,35.803799,36.244754,-88.022635,-87.529791,18582
1099,Simpson,21213,36.633583,36.883057,-86.763296,-86.400518,18572
2581,Deaf Smith,48117,34.746024,35.18725,-103.04326400000001,-102.16744399999999,18546
2452,Fentress,47049,36.132789,36.581271,-85.12224499999999,-84.659082,18523
867,Poweshiek,19157,41.50871,41.862778999999996,-92.766769,-92.297488,18504
1817,Roosevelt,35041,33.570069000000004,34.605068,-103.949627,-103.043283,18500
358,Madison,12079,30.260109999999997,30.651258000000002,-83.821913,-83.170969,18493
908,Dickinson,20041,38.608973999999996,39.133513,-97.381215,-96.890019,18466
2363,Beadle,46005,44.194607,44.634159000000004,-98.705762,-97.85302800000001,18453
2548,Burleson,48051,30.295548999999998,30.730819,-96.963629,-96.271816,18443
70,Bethel,2050,58.496019,62.295331000000004,-173.23683,-153.001051,18386
387,Appling,13001,31.469253000000002,31.966182,-82.550714,-82.048582,18386
2589,Eastland,48133,32.078018,32.515617999999996,-99.11866500000001,-98.474685,18360
1466,Stone,28131,30.647292999999998,30.910788,-89.341488,-88.884478,18336
452,Greene,13133,33.35503,33.761774,-83.406189,-82.950723,18324
1564,Pike,29163,39.13905,39.598393,-91.460442,-90.721188,18302
839,Jefferson,19101,40.89972,41.163807,-92.179992,-91.71589300000001,18295
1596,Wright,29229,37.059653000000004,37.481545000000004,-92.692323,-92.247175,18289
289,Otero,8089,37.642936,38.265508000000004,-104.062073,-103.398108,18278
137,Grant,5053,34.059633000000005,34.495914,-92.678383,-92.20804100000001,18265
2944,Radford,51750,37.089603000000004,37.151059000000004,-80.596389,-80.506975,18249
2290,Montour,42093,40.882515000000005,41.17204,-76.794246,-76.512421,18230
132,Drew,5043,33.38896,33.792246,-92.015334,-91.450325,18219
1404,Attala,28007,32.879515000000005,33.285994,-89.96600699999999,-89.316408,18174
573,Gem,16045,43.806855999999996,44.504452,-116.71275700000001,-116.152171,18112
1989,Yancey,37199,35.698701,36.084559000000006,-82.50538399999999,-82.13318199999999,18069
43,Macon,1087,32.231975,32.595933,-86.02316400000001,-85.433543,18068
199,Inyo,6027,35.786762,37.465238,-118.790031,-115.648357,18039
1270,Kalkaska,26079,44.510314,44.859608,-85.334011,-84.847139,18038
2911,Westmoreland,51193,37.965559000000006,38.278046,-77.06472,-76.51616,18015
2774,Young,48503,32.9523,33.397534,-98.95409699999999,-98.420436,18010
171,Randolph,5121,36.114802000000005,36.498689,-91.407437,-90.748637,17958
1480,Winston,28159,32.919107000000004,33.286424,-89.319163,-88.812782,17955
1096,Russell,21207,36.827334,37.186028,-85.27495,-84.835712,17923
1576,Ste. Genevieve,29186,37.669628,38.127812,-90.459133,-89.92459699999999,17894
3025,Morgan,54065,39.391233,39.695979,-78.468581,-78.02211,17884
2513,Unicoi,47171,35.953901,36.260607,-82.615062,-82.221852,17883
1876,Schuyler,36097,42.233721,42.54679,-77.107203,-76.61921,17807
2473,Johnson,47091,36.261763,36.614215,-82.05894599999999,-81.6469,17788
164,Phillips,5107,34.118687,34.645721,-91.11790500000001,-90.540736,17782
293,Pitkin,8097,38.97772,39.366301,-107.465957,-106.42648700000001,17767
1240,Benzie,26019,44.512951,44.778739,-86.846928,-85.81510899999999,17766
134,Franklin,5047,35.199481,35.774246000000005,-94.082798,-93.695981,17715
1484,Andrew,29003,39.819589,40.130096,-95.060797,-94.602712,17712
1509,Cooper,29053,38.680013,39.064547,-93.059974,-92.498377,17709
628,Hancock,17067,40.193086,40.639202000000004,-91.507269,-90.904216,17708
1032,Garrard,21079,37.472663,37.83023,-84.745502,-84.34780500000001,17666
2903,Southampton,51175,36.543789000000004,36.996210999999995,-77.501917,-76.814941,17631
3016,McDowell,54047,37.20154,37.549009999999996,-81.996578,-81.311201,17624
2887,Patrick,51141,36.542485,36.87213,-80.625744,-80.041493,17608
2981,San Juan,53055,48.28431,48.831338,-123.274009,-122.693476,17582
1895,Avery,37011,35.91152,36.28711,-82.080543,-81.735876,17557
810,Clayton,19043,42.643972999999995,43.081715,-91.608423,-90.896951,17549
2393,Hughes,46065,44.097895,44.548899,-100.580871,-99.59876700000001,17526
111,Arkansas,5001,33.937509999999996,34.56805,-91.711795,-91.052075,17486
2936,Manassas Park,51685,38.7534,38.788391,-77.478911,-77.420682,17478
270,Gunnison,8051,38.146888,39.25773,-107.63503999999999,-106.24536299999998,17462
178,Sharp,5135,35.890621,36.497653,-91.710797,-91.258581,17442
2667,Leon,48289,30.973737,31.654093,-96.331121,-95.65554499999999,17404
2921,Colonial Heights,51570,37.233157,37.298549,-77.43180500000001,-77.362082,17370
1220,Dukes,25007,41.198741999999996,41.560931,-71.051854,-70.23433,17332
2465,Haywood,47075,35.397126,35.822657,-89.50211800000001,-89.069544,17304
2595,Falls,48145,30.98622,31.522269,-97.278113,-96.596862,17297
2439,Chester,47023,35.247339000000004,35.592401,-88.842135,-88.351765,17297
1733,Seward,31159,40.697862,41.046946999999996,-97.368445,-96.910495,17284
423,Cook,13075,31.027275,31.350361,-83.577053,-83.279728,17270
818,Dickinson,19059,43.255054,43.501196,-95.38809,-94.913723,17258
3100,Richland,55103,43.164455,43.554996,-90.671654,-90.191319,17252
2666,Lee,48287,30.031999999999996,30.557169000000002,-97.334463,-96.640586,17239
1066,McCreary,21147,36.591703,36.962885,-84.77845400000001,-84.22677,17231
33,Henry,1067,31.307675,31.774364000000002,-85.418035,-85.04130500000001,17205
207,Mariposa,6043,37.183108000000004,37.904121999999994,-120.39544099999999,-119.30728400000001,17203
617,Edgar,17045,39.476676,39.883,-87.968777,-87.53164,17161
2834,Buckingham,51029,37.329553000000004,37.796886,-78.833365,-78.239722,17148
2869,King William,51101,37.517594,37.910265,-77.345575,-76.77713100000001,17148
505,Rabun,13241,34.716007,35.000659000000006,-83.661672,-83.098244,17137
1409,Chickasaw,28017,33.738602,34.074996,-89.191781,-88.718914,17103
1554,New Madrid,29143,36.336809,36.870882,-89.97247800000001,-89.327476,17076
2720,Robertson,48395,30.69567,31.357128999999997,-96.830691,-96.235123,17074
1073,Mason,21161,38.456348,38.768182,-83.991605,-83.624596,17070
816,Delaware,19055,42.295744,42.645844,-91.60905100000001,-91.13007900000001,17011
1426,Holmes,28051,32.879573,33.375121,-90.43195,-89.748572,17010
177,Sevier,5133,33.750994,34.192596,-94.477299,-93.958618,17007
757,Parke,18121,39.604787,39.953379,-87.434162,-87.009477,16937
2178,Marshall,40095,33.824407,34.172699,-96.969971,-96.547477,16931
1512,Dallas,29059,37.414846999999995,37.904232,-93.19138000000001,-92.846281,16878
874,Tama,19171,41.862187,42.297527,-92.76809,-92.297267,16854
830,Hardin,19083,42.208696999999994,42.5577,-93.499579,-93.001674,16846
688,Warren,17187,40.627843,41.068749,-90.789653,-90.439423,16844
2497,Polk,47139,34.987833,35.285472999999996,-84.775853,-84.292321,16832
1753,Humboldt,32013,40.526136,42.000439,-119.33142,-117.01758799999999,16831
2346,Lee,45061,33.952002,34.367958,-80.481318,-80.00059399999999,16828
333,Dixie,12029,29.25099,29.825449,-83.481264,-82.90395600000001,16826
812,Crawford,19047,41.863146,42.211408,-95.672771,-95.090851,16820
1187,Piscataquis,23021,45.010956,46.574053,-69.833105,-68.776061,16785
2917,Bristol,51520,36.594584999999995,36.676929,-82.243382,-82.103072,16762
2854,Giles,51071,37.147482000000004,37.481671999999996,-81.014489,-80.433361,16720
144,Jackson,5067,35.354256,35.890024,-91.584687,-91.032499,16719
2730,Scurry,48415,32.525188,32.970225,-101.174726,-100.65587,16703
395,Ben Hill,13017,31.651690999999996,31.851987,-83.48452900000001,-82.995666,16700
1094,Rockcastle,21203,37.151740000000004,37.539876,-84.502932,-84.12910500000001,16695
3038,Taylor,54091,39.23825,39.452465000000004,-80.205113,-79.894688,16695
155,Marion,5089,36.062756,36.498599,-92.890695,-92.407022,16694
2518,Wayne,47181,35.003425,35.491782,-88.024741,-87.572654,16673
575,Idaho,16049,45.107566999999996,46.671061,-116.79456200000001,-114.320252,16667
3080,Lafayette,55065,42.505649,42.814816,-90.426912,-89.837226,16665
685,Union,17181,37.329846,37.600469,-89.521979,-89.0414,16653
1823,Socorro,35053,33.475192,34.580659999999995,-107.726557,-105.923957,16637
1631,Park,30067,44.992108,46.192589,-111.046844,-109.79817299999999,16606
766,Rush,18139,39.452315999999996,39.787579,-85.633491,-85.297575,16581
154,Madison,5087,35.759752,36.30745,-93.96289200000001,-93.445619,16576
3105,Sawyer,55113,45.637496999999996,46.157754,-91.551805,-90.676968,16558
181,Van Buren,5141,35.363718,35.790822999999996,-92.850624,-92.24051999999999,16545
2296,Potter,42105,41.474801,42.000451,-78.206604,-77.598129,16526
1618,Hill,30041,48.132619,49.000585,-110.756318,-109.464257,16484
2993,Barbour,54001,38.947236,39.303337,-80.227173,-79.808791,16441
597,Bond,17005,38.740531,39.028366,-89.639267,-89.250364,16426
129,Cross,5037,35.143368,35.449711,-91.04267,-90.502169,16419
148,Lawrence,5075,35.88087,36.25788,-91.35752,-90.747425,16406
1431,Jasper,28061,31.802090000000003,32.224381,-89.32272900000001,-88.91042900000001,16383
2189,Pawnee,40117,36.158885,36.565407,-97.032303,-96.242799,16376
719,Fountain,18045,39.952452,40.366671000000004,-87.440263,-87.090008,16346
668,Piatt,17147,39.79182,40.281935,-88.74596700000001,-88.460418,16344
849,Madison,19121,41.156535,41.511916,-94.241718,-93.78919599999999,16338
1346,Kanabec,27065,45.730466,46.159467,-93.518902,-93.05386,16337
64,Washington,1129,31.114064000000003,31.699303000000004,-88.46443000000001,-87.88726700000001,16326
28,Fayette,1057,33.519568,33.919931,-87.952072,-87.423701,16302
245,Alamosa,8003,37.3562,37.752306,-106.039397,-105.452727,16233
2832,Brunswick,51025,36.544156,37.024535,-78.046203,-77.65584100000001,16231
690,Wayne,17191,38.255301,38.607427,-88.702405,-88.147574,16215
836,Iowa,19095,41.509786,41.863057,-92.300125,-91.82706,16184
2028,Richland,38077,45.935196000000005,46.631717,-97.280721,-96.554411,16177
1489,Bates,29013,38.025952000000004,38.477633000000004,-94.614114,-94.04989499999999,16172
2430,Benton,47005,35.810986,36.360254,-88.225048,-87.915654,16160
1015,Casey,21045,37.102271,37.551266,-85.165174,-84.706122,16159
